year,population,sex,icd_code,site,count,crude,asr,burden_share,crude_asr_ratio
2016,Saudi,male,C67,C67 Bladder,2229.0,3.2,1.725,0.0474,1.855
2016,Saudi,male,C68,C68 Other Urinary y organs,77.0,0.1,0.1,0.0016,1.000
2016,Saudi,male,C69,C69 Eye,330.0,0.3,0.3,0.0070,1.000
2016,Saudi,male,C70-C72,"C70-C72 Brain, Nervou us system",212.0,2.1,2.3,0.0045,0.913
2016,Saudi,male,C73,C73 Thyroid,2222.0,2.2,2.5,0.0472,0.880
2016,Saudi,male,C74,C74 Adrenal gland d,222.0,0.2,0.2,0.0047,1.000
2016,Saudi,male,C75,C75 Other Endocr rine,55.0,0.0,0.1,0.0012,
2016,Saudi,male,C81,C81 Hodgkin dise ease,2665.0,2.6,2.6,0.0566,1.000
2016,Saudi,male,C82-C85,C82-C85 5;C96 Non-Hodgkin lymphoma,4669.0,4.6,5.6,0.0992,0.821
2016,Saudi,male,C88,C88 Immunoprolif ferative dis.,0.0,0.0,0.0,,
2016,Saudi,male,C90,C90 Multiple Myel oma,772.0,0.7,1.0,0.0164,0.700
2016,Saudi,male,C91,C91 Lymphoid Le ukaemia,1665.0,1.6,1.8,0.0354,0.889
2016,Saudi,male,C92-C94,C92-C94,1442.0,1.4,1.5,0.0306,0.933
2016,Saudi,male,C95,C95 Leukaemia un nspec.,227.0,0.3,0.3,0.0048,1.000
2016,Saudi,female,C00,C00 Lip,6.0,0.1,0.1,0.0010,1.000
2016,Saudi,female,C01-C02,C01-C02 Tongue,47.0,0.5,0.7,0.0078,0.714
2016,Saudi,female,C03-C06,C03-C06,60.0,0.6,0.8,0.0100,0.750
2016,Saudi,female,C07-C08,C07-C08 Salivary gland ds,30.0,0.3,0.4,0.0050,0.750
2016,Saudi,female,C09,C09 Tonsil,2.0,0.0,0.0,0.0003,
2016,Saudi,female,C10,C10 Other Oropha arynx,2.0,0.0,0.0,0.0003,
2016,Saudi,female,C11,C11 Nasopharynx x,59.0,0.6,0.7,0.0098,0.857
2016,Saudi,female,C12-C13,C12-C13 Hypopharynx x,14.0,0.1,0.2,0.0023,0.500
2016,Saudi,female,C14,C14 Pharynx unsp pec.,1.0,0.0,0.0,0.0002,
2016,Saudi,female,C15,C15 Oesophagus,50.0,0.5,0.7,0.0083,0.714
2016,Saudi,female,C16,C16 Stomach,111.0,1.1,1.5,0.0184,0.733
2016,Saudi,female,C17,C17 Small intestin ne,32.0,0.3,0.4,0.0053,0.750
2016,Saudi,female,C18,C18 Colon,447.0,4.5,6.1,0.0743,0.738
2016,Saudi,female,C19-C20,C19-C20 Rectum,257.0,2.6,3.4,0.0427,0.765
2016,Saudi,female,C21,C21 Anus,11.0,0.1,0.2,0.0018,0.500
2016,Saudi,female,C22,C22 Liver,127.0,1.3,1.9,0.0211,0.684
2016,Saudi,female,C23-C24,C23-C24,113.0,1.1,1.7,0.0188,0.647
2016,Saudi,female,C25,C25 Pancreas,104.0,1.1,1.5,0.0173,0.733
2016,Saudi,female,C30-C31,"C30-C31 Nose, sinuses s etc.",5.0,0.1,0.1,0.0008,1.000
2016,Saudi,female,C32,C32 Larynx,7.0,0.1,0.1,0.0012,1.000
2016,Saudi,female,C33-C34,C33-C34,148.0,1.5,2.0,0.0246,0.750
2016,Saudi,female,C37-C38,C37-C38 Other Thorac cic organs,10.0,0.1,0.1,0.0017,1.000
2016,Saudi,female,C40-C41,C40-C41 Bone,53.0,0.5,0.5,0.0088,1.000
2016,Saudi,female,C43,C43 Melanoma of Skin,25.0,0.3,0.3,0.0042,1.000
2016,Saudi,female,C45,C45 Mesothelioma a,7.0,0.1,0.1,0.0012,1.000
2016,Saudi,female,C46,C46 Kaposi sarco ma,4.0,0.0,0.1,0.0007,
2016,Saudi,female,C47;C49,"C47;C49 Connective,S Soft tissue",70.0,0.7,0.8,0.0116,0.875
2016,Saudi,female,C50,C50 Breast,2240.0,22.7,27.0,0.3721,0.841
2016,Saudi,female,C64,C64 Kidney,0.0,1.8,8.0,,0.225
2016,Saudi,female,C65,C65 Renal Pelvis,0.0,0.0,0.0,,
2016,Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2016,Saudi,female,C67,C67 Bladder,0.0,0.8,8.0,,0.100
2016,Saudi,female,C68,C68 Other Urinary y organs,2.0,0.0,0.0,0.0003,
2016,Saudi,female,C69,C69 Eye,16.0,0.2,0.2,0.0027,1.000
2016,Saudi,female,C70-C72,"C70-C72 Brain, Nervou us system",155.0,1.6,1.8,0.0257,0.889
2016,Saudi,female,C73,C73 Thyroid,854.0,8.7,8.9,0.1419,0.978
2016,Saudi,female,C74,C74 Adrenal gland d,19.0,0.2,0.2,0.0032,1.000
2016,Saudi,female,C75,C75 Other Endocr rine,6.0,0.1,0.1,0.0010,1.000
2016,Saudi,female,C81,C81 Hodgkin dise ease,230.0,2.3,2.3,0.0382,1.000
2016,Saudi,female,C82-C85,C82-C85 5;C96 Non-Hodgkin lymphoma,372.0,3.8,4.9,0.0618,0.776
2016,Saudi,female,C88,C88 Immunoprolif ferative dis.,0.0,0.0,0.0,,
2016,Saudi,female,C90,C90 Multiple Myel oma,48.0,0.5,0.6,0.0080,0.833
2016,Saudi,female,C91,C91 Lymphoid Le ukaemia,105.0,1.1,1.2,0.0174,0.917
2016,Saudi,female,C92-C94,C92-C94,158.0,1.6,1.7,0.0262,0.941
2016,Saudi,female,C95,C95 Leukaemia un nspec.,13.0,0.1,0.1,0.0022,1.000
2018,Saudi,male,C00,C00 Lip,9.0,0.1,0.1,0.0015,1.000
2018,Saudi,male,C01-C02,C01-C02 Tongue,73.0,0.7,0.9,0.0125,0.778
2018,Saudi,male,C03-C06,C03-C06 Mouth,67.0,0.6,0.9,0.0115,0.667
2018,Saudi,male,C07-C08,C07-C08 Salivary glands,31.0,0.3,0.3,0.0053,1.000
2018,Saudi,male,C09,C09 Tonsil,2.0,0.0,0.0,0.0003,
2018,Saudi,male,C10,C10 Other Oropharynx,5.0,0.0,0.1,0.0009,
2018,Saudi,male,C11,C11 Nasopharynx,143.0,1.4,1.7,0.0245,0.824
2018,Saudi,male,C12-C13,C12-C13 Hypopharynx,8.0,0.1,0.1,0.0014,1.000
2018,Saudi,male,C14,C14 Pharynx unspec.,12.0,0.1,0.1,0.0021,1.000
2018,Saudi,male,C15,C15 Oesophagus,79.0,0.7,1.0,0.0135,0.700
2018,Saudi,male,C16,C16 Stomach,173.0,1.6,2.3,0.0296,0.696
2018,Saudi,male,C17,C17 Small intestine,52.0,0.5,0.7,0.0089,0.714
2018,Saudi,male,C18,C18 Colon,629.0,6.0,8.5,0.1077,0.706
2018,Saudi,male,C19-C20,C19-C20 Rectum,416.0,3.9,5.4,0.0712,0.722
2018,Saudi,male,C21,C21 Anus,24.0,0.2,0.3,0.0041,0.667
2018,Saudi,male,C22,C22 Liver,332.0,3.1,4.8,0.0568,0.646
2018,Saudi,male,C23-C24,C23-C24 Gallbladder etc.,91.0,0.9,1.3,0.0156,0.692
2018,Saudi,male,C25,C25 Pancreas,209.0,2.0,2.9,0.0358,0.690
2018,Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",18.0,0.2,0.2,0.0031,1.000
2018,Saudi,male,C32,C32 Larynx,75.0,0.7,1.0,0.0128,0.700
2018,Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",349.0,3.3,5.0,0.0598,0.660
2018,Saudi,male,C37-C38,C37-C38 Other Thoracic organs,21.0,0.2,0.2,0.0036,1.000
2018,Saudi,male,C40-C41,C40-C41 Bone,99.0,0.9,0.9,0.0169,1.000
2018,Saudi,male,C43,C43 Melanoma of Skin,20.0,0.2,0.3,0.0034,0.667
2018,Saudi,male,C45,C45 Mesothelioma,6.0,0.1,0.1,0.0010,1.000
2018,Saudi,male,C46,C46 Kaposi sarcoma,22.0,0.2,0.3,0.0038,0.667
2018,Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",101.0,1.0,1.1,0.0173,0.909
2018,Saudi,male,C50,C50 Breast,47.0,0.4,0.6,0.0080,0.667
2018,Saudi,male,C64,C64 Kidney,282.0,2.7,3.5,0.0483,0.771
2018,Saudi,male,C65,C65 Renal Pelvis,4.0,0.0,0.1,0.0007,
2018,Saudi,male,C66,C66 Ureter,2.0,0.0,0.0,0.0003,
2018,Saudi,male,C67,C67 Bladder,388.0,3.7,5.3,0.0664,0.698
2018,Saudi,male,C68,C68 Other Urinary organs,2.0,0.0,0.0,0.0003,
2018,Saudi,male,C69,C69 Eye,29.0,0.3,0.3,0.0050,1.000
2018,Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",270.0,2.6,2.9,0.0462,0.897
2018,Saudi,male,C73,C73 Thyroid,278.0,2.6,2.9,0.0476,0.897
2018,Saudi,male,C74,C74 Adrenal gland,18.0,0.2,0.2,0.0031,1.000
2018,Saudi,male,C75,C75 Other Endocrine,8.0,0.1,0.1,0.0014,1.000
2018,Saudi,male,C81,C81 Hodgkin disease,337.0,3.2,3.1,0.0577,1.032
2018,Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,552.0,5.2,6.3,0.0945,0.825
2018,Saudi,male,C88,C88 Immunoproliferative dis.,2.0,0.0,0.0,0.0003,
2018,Saudi,male,C90,C90 Multiple Myeloma,90.0,0.9,1.2,0.0154,0.750
2018,Saudi,male,C91,C91 Lymphoid Leukaemia,222.0,2.1,2.4,0.0380,0.875
2018,Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,195.0,1.8,2.0,0.0334,0.900
2018,Saudi,male,C95,C95 Leukaemia unspec.,49.0,0.5,0.5,0.0084,1.000
2018,Saudi,female,C00,C00 Lip,4.0,0.0,0.1,0.0005,
2018,Saudi,female,C01-C02,C01-C02 Tongue,47.0,0.5,0.6,0.0063,0.833
2018,Saudi,female,C03-C06,C03-C06 Mouth,49.0,0.5,0.7,0.0066,0.714
2018,Saudi,female,C07-C08,C07-C08 Salivary glands,15.0,0.1,0.2,0.0020,0.500
2018,Saudi,female,C09,C09 Tonsil,1.0,0.0,0.0,0.0001,
2018,Saudi,female,C10,C10 Other Oropharynx,2.0,0.0,0.0,0.0003,
2018,Saudi,female,C11,C11 Nasopharynx,67.0,0.7,0.7,0.0090,1.000
2018,Saudi,female,C12-C13,C12-C13 Hypopharynx,14.0,0.1,0.2,0.0019,0.500
2018,Saudi,female,C14,C14 Pharynx unspec.,7.0,0.1,0.1,0.0009,1.000
2018,Saudi,female,C15,C15 Oesophagus,53.0,0.5,0.7,0.0071,0.714
2018,Saudi,female,C16,C16 Stomach,152.0,1.5,1.9,0.0205,0.789
2018,Saudi,female,C17,C17 Small intestine,24.0,0.2,0.3,0.0032,0.667
2018,Saudi,female,C18,C18 Colon,560.0,5.5,7.3,0.0754,0.753
2018,Saudi,female,C19-C20,C19-C20 Rectum,303.0,3.0,4.0,0.0408,0.750
2018,Saudi,female,C21,C21 Anus,14.0,0.1,0.2,0.0019,0.500
2018,Saudi,female,C22,C22 Liver,149.0,1.5,2.1,0.0201,0.714
2018,Saudi,female,C23-C24,C23-C24 Gallbladder etc.,139.0,1.4,2.0,0.0187,0.700
2018,Saudi,female,C25,C25 Pancreas,141.0,1.4,2.0,0.0190,0.700
2018,Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",8.0,0.1,0.1,0.0011,1.000
2018,Saudi,female,C32,C32 Larynx,6.0,0.1,0.1,0.0008,1.000
2018,Saudi,female,C33-C34,"C33-C34 Trachea,Bronchus,Lung",155.0,1.5,2.0,0.0209,0.750
2018,Saudi,female,C37-C38,C37-C38 Other Thoracic organs,17.0,0.2,0.2,0.0023,1.000
2018,Saudi,female,C40-C41,C40-C41 Bone,81.0,0.8,0.8,0.0109,1.000
2018,Saudi,female,C43,C43 Melanoma of Skin,18.0,0.2,0.2,0.0024,1.000
2018,Saudi,female,C45,C45 Mesothelioma,7.0,0.1,0.1,0.0009,1.000
2018,Saudi,female,C46,C46 Kaposi sarcoma,5.0,0.0,0.1,0.0007,
2018,Saudi,female,C47;C49,"C47;C49 Connective,Soft tissue",77.0,0.8,0.9,0.0104,0.889
2018,Saudi,female,C50,C50 Breast,2814.0,27.6,33.7,0.3791,0.819
2018,Saudi,female,C64,C64 Kidney,160.0,1.6,2.0,0.0216,0.800
2018,Saudi,female,C65,C65 Renal Pelvis,4.0,0.0,0.1,0.0005,
2018,Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2018,Saudi,female,C67,C67 Bladder,70.0,0.7,1.0,0.0094,0.700
2018,Saudi,female,C68,C68 Other Urinary organs,1.0,0.0,0.0,0.0001,
2018,Saudi,female,C69,C69 Eye,17.0,0.2,0.2,0.0023,1.000
2018,Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",184.0,1.8,2.0,0.0248,0.900
2018,Saudi,female,C73,C73 Thyroid,1045.0,10.3,10.6,0.1408,0.972
2018,Saudi,female,C74,C74 Adrenal gland,27.0,0.3,0.3,0.0036,1.000
2018,Saudi,female,C75,C75 Other Endocrine,4.0,0.0,0.0,0.0005,
2018,Saudi,female,C81,C81 Hodgkin disease,207.0,2.0,2.0,0.0279,1.000
2018,Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,371.0,3.6,4.5,0.0500,0.800
2018,Saudi,female,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2018,Saudi,female,C90,C90 Multiple Myeloma,71.0,0.7,1.0,0.0096,0.700
2018,Saudi,female,C91,C91 Lymphoid Leukaemia,136.0,1.3,1.5,0.0183,0.867
2018,Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,164.0,1.6,1.8,0.0221,0.889
2018,Saudi,female,C95,C95 Leukaemia unspec.,33.0,0.3,0.4,0.0044,0.750
2018,non-Saudi,male,C00,C00 Lip,5.0,0.1,0.1,0.0027,1.000
2018,non-Saudi,male,C01-C02,C01-C02 Tongue,19.0,0.2,0.3,0.0103,0.667
2018,non-Saudi,male,C03-C06,C03-C06 Mouth,44.0,0.5,0.7,0.0238,0.714
2018,non-Saudi,male,C07-C08,C07-C08 Salivary glands,8.0,0.1,0.1,0.0043,1.000
2018,non-Saudi,male,C09,C09 Tonsil,1.0,0.0,0.0,0.0005,
2018,non-Saudi,male,C10,C10 Other Oropharynx,0.0,0.0,0.0,,
2018,non-Saudi,male,C11,C11 Nasopharynx,38.0,0.4,0.4,0.0206,1.000
2018,non-Saudi,male,C12-C13,C12-C13 Hypopharynx,3.0,0.0,0.1,0.0016,
2018,non-Saudi,male,C14,C14 Pharynx unspec.,2.0,0.0,0.0,0.0011,
2018,non-Saudi,male,C15,C15 Oesophagus,22.0,0.3,0.6,0.0119,0.500
2018,non-Saudi,male,C16,C16 Stomach,75.0,0.9,1.5,0.0406,0.600
2018,non-Saudi,male,C17,C17 Small intestine,14.0,0.2,0.3,0.0076,0.667
2018,non-Saudi,male,C18,C18 Colon,195.0,2.3,3.5,0.1056,0.657
2018,non-Saudi,male,C19-C20,C19-C20 Rectum,155.0,1.8,2.5,0.0839,0.720
2018,non-Saudi,male,C21,C21 Anus,11.0,0.1,0.2,0.0060,0.500
2018,non-Saudi,male,C22,C22 Liver,30.0,0.3,0.8,0.0162,0.375
2018,non-Saudi,male,C23-C24,C23-C24 Gallbladder etc.,16.0,0.2,0.4,0.0087,0.500
2018,non-Saudi,male,C25,C25 Pancreas,41.0,0.5,0.9,0.0222,0.556
2018,non-Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",4.0,0.0,0.0,0.0022,
2018,non-Saudi,male,C32,C32 Larynx,22.0,0.3,0.4,0.0119,0.750
2018,non-Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",102.0,1.2,2.1,0.0552,0.571
2018,non-Saudi,male,C37-C38,C37-C38 Other Thoracic organs,8.0,0.1,0.1,0.0043,1.000
2018,non-Saudi,male,C40-C41,C40-C41 Bone,22.0,0.3,0.3,0.0119,1.000
2018,non-Saudi,male,C43,C43 Melanoma of Skin,9.0,0.1,0.2,0.0049,0.500
2018,non-Saudi,male,C45,C45 Mesothelioma,8.0,0.1,0.1,0.0043,1.000
2018,non-Saudi,male,C46,C46 Kaposi sarcoma,5.0,0.1,0.1,0.0027,1.000
2018,non-Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",40.0,0.5,0.6,0.0217,0.833
2018,non-Saudi,male,C50,C50 Breast,20.0,0.2,0.3,0.0108,0.667
2018,non-Saudi,male,C60,C60 Penis,1.0,0.0,0.0,0.0005,
2018,non-Saudi,male,C61,C61 Prostate,161.0,1.9,5.9,0.0872,0.322
2018,non-Saudi,male,C62,C62 Testis,41.0,0.5,0.4,0.0222,1.250
2018,non-Saudi,male,C63,C63 Other male genital,0.0,0.0,0.0,,
2018,non-Saudi,male,C64,C64 Kidney,87.0,1.0,1.3,0.0471,0.769
2018,non-Saudi,male,C65,C65 Renal Pelvis,1.0,0.0,0.1,0.0005,
2018,non-Saudi,male,C66,C66 Ureter,2.0,0.0,0.0,0.0011,
2018,non-Saudi,male,C67,C67 Bladder,130.0,1.5,3.0,0.0704,0.500
2018,non-Saudi,male,C68,C68 Other Urinary organs,0.0,0.0,0.0,,
2018,non-Saudi,male,C69,C69 Eye,10.0,0.1,0.4,0.0054,0.250
2018,non-Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",78.0,0.9,1.5,0.0422,0.600
2018,non-Saudi,male,C73,C73 Thyroid,84.0,1.0,1.0,0.0455,1.000
2018,non-Saudi,male,C74,C74 Adrenal gland,3.0,0.0,0.1,0.0016,
2018,non-Saudi,male,C75,C75 Other Endocrine,3.0,0.0,0.1,0.0016,
2018,non-Saudi,male,C81,C81 Hodgkin disease,61.0,0.7,0.9,0.0330,0.778
2018,non-Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,130.0,1.5,2.0,0.0704,0.750
2018,non-Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2018,non-Saudi,male,C90,C90 Multiple Myeloma,21.0,0.2,0.4,0.0114,0.500
2018,non-Saudi,male,C91,C91 Lymphoid Leukaemia,40.0,0.5,0.8,0.0217,0.625
2018,non-Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,61.0,0.7,0.7,0.0330,1.000
2018,non-Saudi,male,C95,C95 Leukaemia unspec.,14.0,0.2,0.3,0.0076,0.667
2018,non-Saudi,female,C00,C00 Lip,3.0,0.1,0.3,0.0015,0.333
2018,non-Saudi,female,C01-C02,C01-C02 Tongue,11.0,0.3,0.5,0.0057,0.600
2018,non-Saudi,female,C03-C06,C03-C06 Mouth,11.0,0.3,0.6,0.0057,0.500
2018,non-Saudi,female,C07-C08,C07-C08 Salivary glands,7.0,0.2,0.2,0.0036,1.000
2018,non-Saudi,female,C09,C09 Tonsil,0.0,0.0,0.0,,
2018,non-Saudi,female,C10,C10 Other Oropharynx,1.0,0.0,0.0,0.0005,
2018,non-Saudi,female,C11,C11 Nasopharynx,9.0,0.2,0.4,0.0046,0.500
2018,non-Saudi,female,C12-C13,C12-C13 Hypopharynx,0.0,0.0,0.0,,
2018,non-Saudi,female,C14,C14 Pharynx unspec.,0.0,0.0,0.0,,
2018,non-Saudi,female,C15,C15 Oesophagus,5.0,0.1,0.4,0.0026,0.250
2018,non-Saudi,female,C16,C16 Stomach,30.0,0.8,2.2,0.0155,0.364
2018,non-Saudi,female,C17,C17 Small intestine,5.0,0.1,0.5,0.0026,0.200
2018,non-Saudi,female,C18,C18 Colon,98.0,2.5,5.6,0.0505,0.446
2018,non-Saudi,female,C19-C20,C19-C20 Rectum,54.0,1.4,2.5,0.0278,0.560
2018,non-Saudi,female,C21,C21 Anus,0.0,0.0,0.0,,
2018,non-Saudi,female,C22,C22 Liver,23.0,0.6,1.7,0.0118,0.353
2018,non-Saudi,female,C23-C24,C23-C24 Gallbladder etc.,15.0,0.4,1.0,0.0077,0.400
2018,non-Saudi,female,C25,C25 Pancreas,14.0,0.4,1.0,0.0072,0.400
2018,non-Saudi,female,C30-C31,"C30-C31 Nose, sinuses etc.",3.0,0.1,0.1,0.0015,1.000
2018,non-Saudi,female,C32,C32 Larynx,2.0,0.1,0.1,0.0010,1.000
2018,non-Saudi,female,C33-C34,"C33-C34 Trachea,Bronchus,Lung",31.0,0.8,2.1,0.0160,0.381
2018,non-Saudi,female,C37-C38,C37-C38 Other Thoracic organs,3.0,0.1,0.1,0.0015,1.000
2018,non-Saudi,female,C40-C41,C40-C41 Bone,12.0,0.3,0.5,0.0062,0.600
2018,non-Saudi,female,C43,C43 Melanoma of Skin,5.0,0.1,0.2,0.0026,0.500
2018,non-Saudi,female,C45,C45 Mesothelioma,0.0,0.0,0.0,,
2018,non-Saudi,female,C46,C46 Kaposi sarcoma,2.0,0.1,0.2,0.0010,0.500
2018,non-Saudi,female,C47;C49,"C47;C49 Connective,Soft tissue",24.0,0.6,1.2,0.0124,0.500
2018,non-Saudi,female,C50,C50 Breast,868.0,21.8,36.0,0.4472,0.606
2018,non-Saudi,female,C51,C51 Vulva,1.0,0.0,0.2,0.0005,
2018,non-Saudi,female,C52,C52 Vagina,7.0,0.2,0.6,0.0036,0.333
2018,non-Saudi,female,C53,C53 Cervix Uteri,71.0,1.8,3.4,0.0366,0.529
2018,non-Saudi,female,C54,C54 Corpus Uteri,113.0,2.8,6.4,0.0582,0.437
2018,non-Saudi,female,C55,C55 Uterus unspec.,18.0,0.5,1.0,0.0093,0.500
2018,non-Saudi,female,C56,C56 Ovary,68.0,1.7,3.5,0.0350,0.486
2018,non-Saudi,female,C57,C57 Other Female Genital,2.0,0.1,0.2,0.0010,0.500
2018,non-Saudi,female,C58,C58 Placenta,0.0,0.0,0.0,,
2018,non-Saudi,female,C64,C64 Kidney,32.0,0.8,1.8,0.0165,0.444
2018,non-Saudi,female,C65,C65 Renal Pelvis,0.0,0.0,0.0,,
2018,non-Saudi,female,C66,C66 Ureter,0.0,0.0,0.0,,
2018,non-Saudi,female,C67,C67 Bladder,28.0,0.7,2.2,0.0144,0.318
2018,non-Saudi,female,C68,C68 Other Urinary organs,0.0,0.0,0.0,,
2018,non-Saudi,female,C69,C69 Eye,2.0,0.1,0.1,0.0010,1.000
2018,non-Saudi,female,C70-C72,"C70-C72 Brain, Nervous system",36.0,0.9,1.8,0.0185,0.500
2018,non-Saudi,female,C73,C73 Thyroid,162.0,4.1,4.9,0.0835,0.837
2018,non-Saudi,female,C74,C74 Adrenal gland,5.0,0.1,0.3,0.0026,0.333
2018,non-Saudi,female,C75,C75 Other Endocrine,2.0,0.1,0.1,0.0010,1.000
2018,non-Saudi,female,C81,C81 Hodgkin disease,25.0,0.6,0.7,0.0129,0.857
2018,non-Saudi,female,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,68.0,1.7,3.5,0.0350,0.486
2018,non-Saudi,female,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2018,non-Saudi,female,C90,C90 Multiple Myeloma,7.0,0.2,0.3,0.0036,0.667
2018,non-Saudi,female,C91,C91 Lymphoid Leukaemia,17.0,0.4,0.6,0.0088,0.667
2018,non-Saudi,female,C92-C94,C92-C94 Myeloid Leukaemia,28.0,0.7,1.0,0.0144,0.700
2018,non-Saudi,female,C95,C95 Leukaemia unspec.,13.0,0.3,0.6,0.0067,0.500
2019,Saudi,male,C00,C00 Lip,9.0,0.1,0.1,0.0015,1.000
2019,Saudi,male,C01-C02,C01-C02 Tongue,67.0,0.6,0.8,0.0111,0.750
2019,Saudi,male,C03-C06,C03-C06 Mouth,80.0,0.7,1.1,0.0133,0.636
2019,Saudi,male,C07-C08,C07-C08 Salivary glands,22.0,0.2,0.2,0.0036,1.000
2019,Saudi,male,C09,C09 Tonsil,5.0,0.0,0.1,0.0008,
2019,Saudi,male,C10,C10 Other Oropharynx,1.0,0.0,0.0,0.0002,
2019,Saudi,male,C11,C11 Nasopharynx,132.0,1.2,1.5,0.0219,0.800
2019,Saudi,male,C12-C13,C12-C13 Hypopharynx,11.0,0.1,0.1,0.0018,1.000
2019,Saudi,male,C14,C14 Pharynx unspec.,1.0,0.0,0.0,0.0002,
2019,Saudi,male,C15,C15 Oesophagus,65.0,0.6,0.9,0.0108,0.667
2019,Saudi,male,C16,C16 Stomach,156.0,1.5,2.0,0.0258,0.750
2019,Saudi,male,C17,C17 Small intestine,45.0,0.4,0.6,0.0075,0.667
2019,Saudi,male,C18,C18 Colon,691.0,6.4,9.0,0.1145,0.711
2019,Saudi,male,C19-C20,C19-C20 Rectum,401.0,3.7,5.3,0.0664,0.698
2019,Saudi,male,C21,C21 Anus,23.0,0.2,0.3,0.0038,0.667
2019,Saudi,male,C22,C22 Liver,344.0,3.2,4.8,0.0570,0.667
2019,Saudi,male,C23-C24,C23-C24 Gallbladder etc.,86.0,0.8,1.2,0.0142,0.667
2019,Saudi,male,C25,C25 Pancreas,238.0,2.2,3.2,0.0394,0.688
2019,Saudi,male,C30-C31,"C30-C31 Nose, sinuses etc.",25.0,0.2,0.3,0.0041,0.667
2019,Saudi,male,C32,C32 Larynx,80.0,0.7,1.1,0.0133,0.636
2019,Saudi,male,C33-C34,"C33-C34 Trachea,Bronchus,Lung",435.0,4.1,6.0,0.0721,0.683
2019,Saudi,male,C37-C38,C37-C38 Other Thoracic organs,19.0,0.2,0.2,0.0031,1.000
2019,Saudi,male,C40-C41,C40-C41 Bone,108.0,1.0,1.0,0.0179,1.000
2019,Saudi,male,C43,C43 Melanoma of Skin,14.0,0.1,0.2,0.0023,0.500
2019,Saudi,male,C45,C45 Mesothelioma,14.0,0.1,0.2,0.0023,0.500
2019,Saudi,male,C46,C46 Kaposi sarcoma,26.0,0.2,0.4,0.0043,0.500
2019,Saudi,male,C47;C49,"C47;C49 Connective,Soft tissue",104.0,1.0,1.1,0.0172,0.909
2019,Saudi,male,C50,C50 Breast,54.0,0.5,0.7,0.0089,0.714
2019,Saudi,male,C64,C64 Kidney,294.0,2.7,3.6,0.0487,0.750
2019,Saudi,male,C65,C65 Renal Pelvis,4.0,0.0,0.0,0.0007,
2019,Saudi,male,C66,C66 Ureter,8.0,0.1,0.1,0.0013,1.000
2019,Saudi,male,C67,C67 Bladder,358.0,3.3,4.8,0.0593,0.688
2019,Saudi,male,C68,C68 Other Urinary organs,8.0,0.1,0.1,0.0013,1.000
2019,Saudi,male,C69,C69 Eye,26.0,0.2,0.3,0.0043,0.667
2019,Saudi,male,C70-C72,"C70-C72 Brain, Nervous system",314.0,2.9,3.3,0.0520,0.879
2019,Saudi,male,C73,C73 Thyroid,307.0,2.9,3.3,0.0509,0.879
2019,Saudi,male,C74,C74 Adrenal gland,22.0,0.2,0.2,0.0036,1.000
2019,Saudi,male,C75,C75 Other Endocrine,7.0,0.1,0.1,0.0012,1.000
2019,Saudi,male,C81,C81 Hodgkin’s lymphoma,307.0,2.9,2.8,0.0509,1.036
2019,Saudi,male,C82-C85;C96,C82-C85;C96 Non-Hodgkin lymphoma,526.0,4.9,6.1,0.0871,0.803
2019,Saudi,male,C88,C88 Immunoproliferative dis.,0.0,0.0,0.0,,
2019,Saudi,male,C90,C90 Multiple Myeloma,112.0,1.0,1.5,0.0186,0.667
2019,Saudi,male,C91,C91 Lymphoid Leukaemia,197.0,1.8,2.1,0.0326,0.857
2019,Saudi,male,C92-C94,C92-C94 Myeloid Leukaemia,177.0,1.6,1.8,0.0293,0.889
2019,Saudi,male,C95,C95 Leukaemia unspec.,114.0,1.1,1.1,0.0189,1.000
2019,Saudi,female,C00,C00 Lip,11.0,0.1,0.1,0.0014,1.000
2019,Saudi,female,C01-C02,C01-C02 Tongue,68.0,0.7,0.9,0.0089,0.778
2019,Saudi,female,C03-C06,C03-C06 Mouth,43.0,0.4,0.6,0.0056,0.667
